Pattern Type,Number of Propositions,Utterance,True LTL,City
visit,1,Avoid Clyfford Still Museum  on your way to Native American Trading Company,F native_american_trading_company,Denver #1
visit,1,Travel to the art gallery while avoiding the museum.,F native_american_trading_company,Denver #1
visit,1,Head straight across the street to the Native American Trading Company.,F native_american_trading_company,Denver #1
visit,1,"Instead of heading to Clyfford Museum, go straight to the Native American Trading Company.",F native_american_trading_company,Denver #1
visit,1,Go straight to the Native American Trading Company without stopping.,F native_american_trading_company,Denver #1
visit,1,Navigate straight to Native American Trading Company,F native_american_trading_company,Denver #1
visit,1,Native American Trading Company is your final destination-cross west 13th in a northeastern direction to get there.,F native_american_trading_company,Denver #1
visit,2,Go to the Center for Colorado Women's History and then navigate to Clyfford Still Museum.,F & center_for_colorado_womens_history F clyfford_still_museum,Denver #1
visit,2,Navigate to the Clyfford Still Museum while passing through the Center for Colorado Women's History.,F & center_for_colorado_womens_history F clyfford_still_museum,Denver #1
visit,2,Navigate to the Clyfford Still Museum while traveling over the Center for Colorado Women's History.,F & center_for_colorado_womens_history F clyfford_still_museum,Denver #1
visit,2,Go to Byers-Evans House Museum and then continue to the Clyfford Still Museum.,F & center_for_colorado_womens_history F clyfford_still_museum,Denver #1
visit,2,Navigate to the CVS pharmacy by avoiding the Center of Colorodo Women's Hisory and the Byers-Evans House Museum.,F & center_for_colorado_womens_history F clyfford_still_museum,Denver #1
visit,2,Go to the Byers-Evans House Museum and then to the Clyfford Still Museum.,F & center_for_colorado_womens_history F clyfford_still_museum,Denver #1
visit,2,"Move to the Center for Colorado Women's History, and then the Clyfford Still Museum, but avoid the Native American Trading Company",F & center_for_colorado_womens_history F clyfford_still_museum,Denver #1
visit,2,Stop off at the Center for Colorado Women's History before proceeding to Clyfford Still Museum.,F & center_for_colorado_womens_history F clyfford_still_museum,Denver #1
visit,2,Navigate to Center for Colorado Women's History while going to Clyfford Still Museum,F & center_for_colorado_womens_history F clyfford_still_museum,Denver #1
visit,2,Stop at the Center for Colorado Women's History before heading to Clyfford Still Museum.,F & center_for_colorado_womens_history F clyfford_still_museum,Denver #1
visit,2,Navigate to Clyfford Still Museum and than move to Native American Trading Company,F & clyfford_still_museum F native_american_trading_company,Denver #1
visit,2,Stop off at the Clyfford Still Museum before proceeding on to the Native American Trading Company.,F & clyfford_still_museum F native_american_trading_company,Denver #1
visit,2,Stop at the Museum before heading north to the Native American Trading Company.,F & clyfford_still_museum F native_american_trading_company,Denver #1
visit,2,Travel to Native American Trading Company via Clyfford Still Museum.,F & clyfford_still_museum F native_american_trading_company,Denver #1
visit,2,"Go through the clyfford still museum on your way to Native American Trading company.
Move through the clyfford still museum while passing through the Native American Trading company.",F & clyfford_still_museum F native_american_trading_company,Denver #1
visit,2,Navigate to the art gallery while passing through the museum.,F & clyfford_still_museum F native_american_trading_company,Denver #1
visit,2,"Navigate to Clyfford Still Museum, and then continue to the Native American Trading Company.",F & clyfford_still_museum F native_american_trading_company,Denver #1
visit,2,Go to Clyfford Still Museum while navigating to Native American Trading Company,F & clyfford_still_museum F native_american_trading_company,Denver #1
visit,2,Navigate to the museum and then go to the Native American Trading Company.,F & clyfford_still_museum F native_american_trading_company,Denver #1
visit,2,Visit the Clyfford Still Museum on your way to the art gallery.,F & clyfford_still_museum F native_american_trading_company,Denver #1
visit,2,Navigate to Native American Trading Company while on your way to Clyfford Still Museum,F & native_american_trading_company F clyfford_still_museum,Denver #1
visit,2,Travel to the museum while avoiding the art gallery.,F & native_american_trading_company F clyfford_still_museum,Denver #1
visit,2,"Navigate to the Native American Trading Company, and then continue to Clyfford Still Museum.",F & native_american_trading_company F clyfford_still_museum,Denver #1
visit,2,Visit the art gallery on your way to the Clyfford Still Museum.,F & native_american_trading_company F clyfford_still_museum,Denver #1
visit,2,"First, go to the Native American trading company and then proceed to Clyfford Still Museum.",F & native_american_trading_company F clyfford_still_museum,Denver #1
visit,2,Go through the Native American Trading Company and then towards Clyfford Still Museum.,F & native_american_trading_company F clyfford_still_museum,Denver #1
visit,2,Go to the Native American Trading Company and from there proceed to Clifford Still Museum.,F & native_american_trading_company F clyfford_still_museum,Denver #1
visit,2,Stop at the Native American Trading Company before heading across the street to the museum.,F & native_american_trading_company F clyfford_still_museum,Denver #1
visit,2,Go through the Native American trading company to the Clyfford museum,F & native_american_trading_company F clyfford_still_museum,Denver #1
visit,2,"First, make your way to the Native American Trading Company, and then head to Clyfford Still museum.",F & native_american_trading_company F clyfford_still_museum,Denver #1
visit,1,Navigate to Natural Grocers.,F vitamin_cottage_natural_grocers,Denver #2
visit,1,Navigate to the grocery store.,F vitamin_cottage_natural_grocers,Denver #2
visit,1,Navigate south to arrive at Vitamin Cottage.,F vitamin_cottage_natural_grocers,Denver #2
visit,1,Go to the Vitamin cottage natural grocers,F vitamin_cottage_natural_grocers,Denver #2
visit,1,Navigate straight to Vitamin Cottage Natural Grocers,F vitamin_cottage_natural_grocers,Denver #2
visit,1,Go across the shopping center in to Natural Grocers.,F vitamin_cottage_natural_grocers,Denver #2
visit,1,"Navigate straight to Vitamin Cottage Natural Grocers, staying to the west of Safelite AutoGlass.",F vitamin_cottage_natural_grocers,Denver #2
visit,1,navigate to Vitamin Cottage Natural Groceries without passing through safelite AutoGlass.,F vitamin_cottage_natural_grocers,Denver #2
visit,1,Go straight to the Vitamin Cottage Natural Grocers.,F vitamin_cottage_natural_grocers,Denver #2
visit,1,Cross Buchtel Boulevard heading slightly southwest.,F vitamin_cottage_natural_grocers,Denver #2
visit,2,Head to the Native Foods Cafe before arriving at Safelite AutoGlass.,F & native_foods_cafe F safelite_autoglass,Denver #2
visit,2,Navigate to the auto glass shop while passing through the cafe.,F & native_foods_cafe F safelite_autoglass,Denver #2
visit,2,On your way to satelite Autoglass stop by Native Foods Cafe.,F & native_foods_cafe F safelite_autoglass,Denver #2
visit,2,Go to Native Foods Cafe while navigating to Safelite AutoGlass,F & native_foods_cafe F safelite_autoglass,Denver #2
visit,2,Navigate to Natural Grocers the navigate to Safelite AutoGlass.,F & native_foods_cafe F safelite_autoglass,Denver #2
visit,2,"Go southeast to Native Foods Cafe, then southeast again to Safelite.",F & native_foods_cafe F safelite_autoglass,Denver #2
visit,2,Go to the Native Foods Cafe and from there to Safelite AutoGlass.,F & native_foods_cafe F safelite_autoglass,Denver #2
visit,2,"Begin at the x, continue on the dark blue path, go around the light blue circle until you hit the dark blue path again. Stop at the light blue circle.",F & native_foods_cafe F safelite_autoglass,Denver #2
visit,2,Stop at Native Foods Cafe before crossing the street to Safelite Autoglass.,F & native_foods_cafe F safelite_autoglass,Denver #2
visit,2,Move to Native Foods Cafe and then continue to Safelite.,F & native_foods_cafe F safelite_autoglass,Denver #2
visit,2,Navigate to the grocery store while passing through the auto glass shop.,F & safelite_autoglass F vitamin_cottage_natural_grocers,Denver #2
visit,2,Go to Vitamin Cottage Natural Grocers but first stop at Safelite AutoGlass on the way.,F & safelite_autoglass F vitamin_cottage_natural_grocers,Denver #2
visit,2,Get to Natural Grocers via the auto glass shop.,F & safelite_autoglass F vitamin_cottage_natural_grocers,Denver #2
visit,2,"Navigate to the Safelite AutoGlass.
Move to the Vitamin Cottage Natural Grocers store.",F & safelite_autoglass F vitamin_cottage_natural_grocers,Denver #2
visit,2,Visit the auto glass shop on your way to the grocery store.,F & safelite_autoglass F vitamin_cottage_natural_grocers,Denver #2
visit,2,Go to Safelite Autoglass while navigating to Vitamin Cottage Natural Grocers,F & safelite_autoglass F vitamin_cottage_natural_grocers,Denver #2
visit,2,Make a stop at the Safelite AutoGlass before crossing the street to Natural Grocers.,F & safelite_autoglass F vitamin_cottage_natural_grocers,Denver #2
visit,2,"Move to Safelite, and then continue to the natural grocers store",F & safelite_autoglass F vitamin_cottage_natural_grocers,Denver #2
visit,2,Cross South Colorado Boulevard heading west directly to the south of Wells Fargo.,F & safelite_autoglass F vitamin_cottage_natural_grocers,Denver #2
visit,2,Go to Safelite AutoGlass before proceeding to Natural Grocers.,F & safelite_autoglass F vitamin_cottage_natural_grocers,Denver #2
visit,2,Visit the grocery store on your way to the auto glass shop.,F & vitamin_cottage_natural_grocers F safelite_autoglass,Denver #2
visit,2,Move to Vitamin Cottage natural Grocers and than anvigate to Satelite AutoGlass,F & vitamin_cottage_natural_grocers F safelite_autoglass,Denver #2
visit,2,Pass through Vitamin Cottage Natural Grocers on the way to Safelite AutoGlass.,F & vitamin_cottage_natural_grocers F safelite_autoglass,Denver #2
visit,2,Navigate to the auto glass shop while passing through the grocer.,F & vitamin_cottage_natural_grocers F safelite_autoglass,Denver #2
visit,2,"Go south to Vitamin Cottage, then head east to Safelite AutoGlass.",F & vitamin_cottage_natural_grocers F safelite_autoglass,Denver #2
visit,2,Navigate to Vitamin Cottage Natural Grocers on your way to Safelite AutoGlass,F & vitamin_cottage_natural_grocers F safelite_autoglass,Denver #2
visit,2,Stop at the Natural Grocers before heading over to Safelite Autoglass.,F & vitamin_cottage_natural_grocers F safelite_autoglass,Denver #2
visit,2,"Go to the grocers, and then continue to Safelite AutoGlass.",F & vitamin_cottage_natural_grocers F safelite_autoglass,Denver #2
visit,2,Stop off at Vitamin Cottage Natural Grocers before proceeding to Safelite AutoGlass.,F & vitamin_cottage_natural_grocers F safelite_autoglass,Denver #2
visit,2,go to Safelite AutoGlass without passing through Vitamin Cottage Natural Grocers.,F & vitamin_cottage_natural_grocers F safelite_autoglass,Denver #2
visit,1,Move location to knapp street go south then to kneeland street to Tufts Dental School.,F tufts_dental_school,Boston
visit,1,Navigate to Tufts University School of Dental Medicine while avoiding the church.,F tufts_dental_school,Boston
visit,1,Move straight to the dental school.,F tufts_dental_school,Boston
visit,1,Move to Tufts Dental School,F tufts_dental_school,Boston
visit,1,Go straight to Tufts University School of Dental Medicine.,F tufts_dental_school,Boston
visit,1,Make your way directly to Tufts Dental School.,F tufts_dental_school,Boston
visit,1,Navigate straight to Tufts Dental School,F tufts_dental_school,Boston
visit,1,Head southwest across the street to get to Tufts Dental School.,F tufts_dental_school,Boston
visit,1,Head straight forward to Tufts Dental School.,F tufts_dental_school,Boston
visit,1,Head straight for Tufts Dental School.,F tufts_dental_school,Boston
visit,2,Move to Tufts Dental School than navigate to St. James Church,F & tufts_dental_school F st._james_church,Boston
visit,2,Travel through the dental school and continue on to St James.,F & tufts_dental_school F st._james_church,Boston
visit,2,Navigate to the church while passing through the private school.,F & tufts_dental_school F st._james_church,Boston
visit,2,Visit the dental school and then the church.,F & tufts_dental_school F st._james_church,Boston
visit,2,Move to the dental school and then continue to St. James.,F & tufts_dental_school F st._james_church,Boston
visit,2,First go through the dental school and then end up at St. James Church.,F & tufts_dental_school F st._james_church,Boston
visit,2,Go to Tufts Dental School while navigating to St. James Church,F & tufts_dental_school F st._james_church,Boston
visit,2,Go down to Tufts Dental School before crossing the street to St. James Church.,F & tufts_dental_school F st._james_church,Boston
visit,2,Travel through or around Tufts Dental School to St. James Church.,F & tufts_dental_school F st._james_church,Boston
visit,2,Go to Tufts Dental School first then on to St James Church.,F & tufts_dental_school F st._james_church,Boston
visit,2,"Stop at St. James Church, then navigate to The Wilbur Theatre.",F & st._james_church F wilbur_theatre,Boston
visit,2,Navigate to the theater while avoiding the church.,F & st._james_church F wilbur_theatre,Boston
visit,2,Go to the Wilbur Theatre while passing through the church,F & st._james_church F wilbur_theatre,Boston
visit,2,"Travel to Wilbur Theatre, visiting St. James Church en route.",F & st._james_church F wilbur_theatre,Boston
visit,2,Navigate to St James Church while on your way to Wilbur Theatre,F & st._james_church F wilbur_theatre,Boston
visit,2,Go down to St. James Church before crossing the street to The Wilbur.,F & st._james_church F wilbur_theatre,Boston
visit,2,move to Wilbur and avoid passing through St.James The Greater Church.,F & st._james_church F wilbur_theatre,Boston
visit,2,Head through St James Church. on your way to the Wilbur Theatre.,F & st._james_church F wilbur_theatre,Boston
visit,2,"Move to the church, and then keep going until you get to The Wilbur.",F & st._james_church F wilbur_theatre,Boston
visit,2,"Stop off at St. James Church first, then proceed on to Wilbur Theatre.",F & st._james_church F wilbur_theatre,Boston
visit,2,"Move to the theatre, then go to the dental school.",F & wilbur_theatre F tufts_dental_school,Boston
visit,2,Move to The Wilbur Theatre and than navigate to Tufts Dental School,F & wilbur_theatre F tufts_dental_school,Boston
visit,2,Go to the dental school and visit the theater on your way there.,F & wilbur_theatre F tufts_dental_school,Boston
visit,2,Navigate to the Tufts Dental School while passing by the Wilbur Theatre.,F & wilbur_theatre F tufts_dental_school,Boston
visit,2,Head straight through The Wilbur on your way to Tufts Dental School.,F & wilbur_theatre F tufts_dental_school,Boston
visit,2,Navigate to the dental school while passing through the theater.,F & wilbur_theatre F tufts_dental_school,Boston
visit,2,Go to Wilbur Theatre while on your way to Tufts Dental School,F & wilbur_theatre F tufts_dental_school,Boston
visit,2,Head down to The Wilbur and then go east to Tufts Dental School.,F & wilbur_theatre F tufts_dental_school,Boston
visit,2,Navigate to the theater and then continue to the dental school.,F & wilbur_theatre F tufts_dental_school,Boston
visit,2,"Stop off at Wilbur Theatre first, then proceed on to Tufts Dental School.",F & wilbur_theatre F tufts_dental_school,Boston
